Image,Titre,Duree,Description,Nbjoueur
https://cdn2.philibertnet.com/433585-thickbox_default/aeon-s-end-legacy.jpg,Aeon's End Legacy,"
1 à 2h
","Aeon's End : Legacy est une campagne complète, où vous construirez votre personnage sur plusieurs chapitres, combattant des ennemis de plus en plus puissants pour défendre Gravehold","

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/437001-thickbox_default/scythe-promo-15-metal-5-red-coins.jpg,Scythe - 15 Metal $5 Red Coins,,15 pièces de valeur 5 pour le jeu Scythe.,
https://cdn3.philibertnet.com/437798-thickbox_default/carcassonne-die-schule.jpg,Carcassonne : Die Schule,"
30mn à 1h
","Die Schule est une mini extension pour le jeu de tuiles Carcassonne. Dans Carcassonne, construisez un paysage, puis tentez de contrôler un maximum de territoires.","

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/438179-thickbox_default/carcassonne-die-obstbaume.jpg,Carcassonne : Die Obstbaume,"
30mn à 1h
","Die Obstbaume est une mini extension pour le jeu de tuiles Carcassonne. Dans Carcassonne, construisez un paysage, puis tentez de contrôler un maximum de territoires.","

2 à 5 joueur(s)

"
https://cdn2.philibertnet.com/443486-thickbox_default/bataille-feministe.jpg,Bataille Féministe,"
moins de 30mn
",Bataille Féministe est un jeu de bataille de 52 cartes innovant où le roi et la reine battent le duc et la duchesse qui battent le vicomte et la vicomtesse.,"

2 joueur(s)

"
https://cdn2.philibertnet.com/443491-thickbox_default/7-familles-inspirantes-grandes-femmes.jpg,7 Familles Inspirantes - Grandes Femmes,"
moins de 30mn
","7 Familles Inspirantes - Grandes Femmes est un jeu de sept familles pour se familiariser avec la vie de 42 femmes qui ont marquer l'Histoire : entrepreneures, peintres, sportives, etc.","

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/443495-thickbox_default/memo-de-l-egalite-metier.jpg,Memo de l'Egalité - Métier,"
moins de 30mn
",Des métiers pour tous les genres,
https://cdn3.philibertnet.com/445115-thickbox_default/exit-le-manoir-sinistre.jpg,Exit : Le Manoir Sinistre,"
1 à 2h
","EXIT est un jeu coopératif qui reprend les sensations des ""Escape Games"".","

1 à 6 joueur(s)

"
https://cdn2.philibertnet.com/445116-thickbox_default/exit-le-musee-mysterieux.jpg,Exit : Le Musée Mystérieux,"
1 à 2h
","EXIT est un jeu coopératif qui reprend les sensations des ""Escape Games"".","

1 à 6 joueur(s)

"
https://cdn2.philibertnet.com/445348-thickbox_default/little-battle.jpg,Little Battle,"
moins de 30mn
","A vous le trésor ! L’or enfoui vous attend, caché sur la plage. Constituez le meilleur équipage et déterrez les coffres pour gagner le plus de pièces d’or.","

3 à 5 joueur(s)

"
https://cdn3.philibertnet.com/466405-thickbox_default/villainous.jpg,Villainous,"
30mn à 1h
","Villainous est un jeu de société qui vous met dans la peau de méchants emblématiques, bien décidés à remplir leurs objectifs avant les autres. Alors, traversez le miroir ! Devenez le Capitaine Crochet, Maléfique, Jafar, La Reine de Cœur, Le Prince Jean ou Ursula. Complotez, trahissez, planifiez, et soyez le premier méchant Disney à réaliser ses sinistres machinations !","

2 à 6 joueur(s)

"
https://cdn3.philibertnet.com/446703-thickbox_default/sword-sorcery-les-ames-immortelles.jpg,Sword & Sorcery : Les Âmes Immortelles,"
1 à 2h
",Sword & Sorcery est un jeu de plateau épique et coopératif dans un univers fantastique où 1 à 5 joueurs incarnent des héros aux pouvoirs uniques.,"

1 à 5 joueur(s)

"
https://cdn1.philibertnet.com/447829-thickbox_default/magic-maze-hidden-roles.jpg,Magic Maze - Hidden Roles,"
moins de 30mn
","Dans ce jeu coopératif, une magicienne, un barbare, un elfe et un nain se lancent dans une mission originale : voler le centre commercial Magic Maze pour récupérer leurs bien dérobés. Renforcez les interactions grâce à la présence de traîtres et de missions secrètes !","

3 à 8 joueur(s)

"
https://cdn2.philibertnet.com/448253-thickbox_default/korsar.jpg,Korsar,"
30mn à 1h
","Aux XVIème et XVIIème siècles, le transport maritime entre le vieux continent et les colonies du Nouveau Monde bat son plein. Ces nouveaux territoires regorgent de richesses !","

2 à 8 joueur(s)

"
https://cdn2.philibertnet.com/448919-thickbox_default/carcassonne-die-bader.jpg,Carcassonne : Die Bader,,"Avec cette mini-extension, envoyez vos Meeples chez le barbier-chirurgien. Dans Carcassonne, construisez un paysage, puis tentez de contrôler un maximum de territoires.",
https://cdn1.philibertnet.com/450434-thickbox_default/clank-dans-l-espace-apocalypse.jpg,Clank! - Dans l'Espace ! - Apocalypse,"
30mn à 1h
",Clank ! Apocalypse ! est la première extension du jeu Clank ! Dans l'Espace. Déjouez collectivement les machinations du Seigneur Éradikus grâce à cette première extension du jeu de base.,"

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/559736-thickbox_default/mauwi.jpg,Mauwi,"
moins de 30mn
","Lorsque les chats arrivèrent en Nouvelle-Zélande en 1640, les Esprits Maoris trouvèrent en cet animal un être d’exception...","

2 à 7 joueur(s)

"
https://cdn2.philibertnet.com/456164-thickbox_default/time-stories-revolution-experience.jpg,Time Stories Revolution - Expérience,,Expérience est une extension optionnelle pour Time Stories Revolution permettant de lier les différentes missions du Cycle Bleu.,"

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/457133-thickbox_default/welcome-extension-halloween-et-lumieres-de-noel.jpg,Welcome - Extension Halloween Et Lumières De Noël,"
moins de 30mn
",La nouvelle extension pour Welcome propose 2 nouveaux thèmes (Halloween et Lumières de Noël) ainsi que le Mode Solo.,"

1 à Plus de 10 joueurs

"
https://cdn1.philibertnet.com/457555-thickbox_default/panic-diner.jpg,Panic Diner,"
moins de 30mn
",Envoyez votre équipe de choc en salle pour une semaine de folie au restaurant !,"

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/457560-thickbox_default/omerta.jpg,Omerta,"
moins de 30mn
",Omerta est un jeu d'observation et de déduction prenant place à l'époque de la prohibition. Débarrassez-vous d’un maximum de bouteilles et faites attention à vos fréquentations.,"

3 à 5 joueur(s)

"
https://cdn1.philibertnet.com/458691-thickbox_default/horreur-a-arkham-le-jeu-de-cartes-mille-nuances-dhorreur.jpg,Horreur à Arkham : Le Jeu de Cartes - Mille Nuances d’Horreur,"
30mn à 1h
",Mille Nuances d’Horreur contient le Scénario II-B de la campagne Les Dévoreurs de Rêves.,"

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/458905-thickbox_default/barrage-extension-le-projet-leeghwater.jpg,Barrage - Extension : Le Projet Leeghwater,"
1 à 2h
","L'extension Le Projet Leeghwater est une extension pour Barrage qui ajoute plusieurs modules différentes au jeu de base. Découvrez notamment une nouvelle faction, le pays bas, ou enocre des nouveaux officiers.","

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/461279-thickbox_default/poule-poule-extension-joie-et-oeufs-noel.jpg,Poule Poule - Extension : Joie et Oeufs Noël,"
moins de 30mn
","Le montage du film Poule-Poule se prolonge, et apparaissent de nouveaux acteurs : le Père Noël, accompagné de ses fidèles lutins, bien sûr, mais aussi des papiers cadeaux qui vont donner du boulot aux lutins ainsi qu’aux enfants !","

2 à 8 joueur(s)

"
https://cdn1.philibertnet.com/461540-thickbox_default/complots-deluxe.jpg,Complots Deluxe,"
moins de 30mn
","La gamme Complots méritait une version de Luxe à la suite de son succès mondial. La version deluxe contient les 3 itérations du jeu et deux nouvelles cartes exclusives ""La Peste"" et ""Le Mendiant"" viennent pimenter encore plus vos parties ! Le but ultime reste immuable : Il ne devra en rester qu’un !","

2 à 8 joueur(s)

"
https://cdn1.philibertnet.com/465065-thickbox_default/horreur-a-arkham-le-jeu-de-cartes-point-de-non-retour.jpg,Horreur à Arkham : Le Jeu de Cartes - Point de Non-Retour,"
30mn à 1h
",Point de Non-Retour contient le Scénario III-B de la campagne Les Dévoreurs de Rêves.,"

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/466474-thickbox_default/rajas-of-the-ganges-goodie-box-1.jpg,Rajas of the Ganges Goodie Box 1,,"Rajas of the Ganges : Goodie Box 1 contient des goodies pour le jeu de base Rajas of the Ganges. Rappelez vous que le ""Bien"" est dans l'œil de celui qui le regarde !",
https://cdn3.philibertnet.com/469022-thickbox_default/qwixx-gemixxt-zusatzblocke.jpg,Qwixx Gemixxt : Zusatzblöcke,"
moins de 30mn
",Deux blocs de deux variantes supplémentaires pour le jeu Qwixx,"

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/469605-thickbox_default/viticulture-les-saisonniers-de-la-vallee-du-rhin.jpg,Viticulture : Les Saisonniers de la Vallée du Rhin,"
1 à 2h
",Une extension pour Viticulture qui vous amène de nouveaux visiteurs !,"

1 à 6 joueur(s)

"
https://cdn2.philibertnet.com/484110-thickbox_default/carpe-diem.jpg,Carpe Diem,"
1 à 2h
","Rome, en l'an 1 avant J-C. En temps que patriciens influents, vous avez entrepris d’améliorer les quartiers de votre cité. De grands immeubles et de magnifiques paysages assureront la prospérité de votre propre quartier.","

2 à 4 joueur(s)

"
https://cdn2.philibertnet.com/484255-thickbox_default/l-ile-des-chats-derniers-arrivants.jpg,L'Île des Chats - Derniers Arrivants,"
1 à 2h
","Derniers Arrivants est une extension pour L'Île des Chats comprenant 2 nouveaux bateaux de joueurs pour jouer jusqu'à 6 joueurs, ainsi que du contenu supplémentaire.","

1 à 6 joueur(s)

"
https://cdn2.philibertnet.com/484597-thickbox_default/kingdom-rush-faille-temporelle.jpg,Kingdom Rush : Faille Temporelle,"
1 à 2h
","Kingdom Rush est l’adaptation en jeu de plateau du célèbre jeu de tower defense mobile. Dans Kingdom Rush : Faille Temporelle, vous et vos alliés devez travailler ensemble pour repousser l’assaut du mystérieux Time Mage.","

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/484615-thickbox_default/rajas-of-the-gange-the-dice-charmers.jpg,Rajas of the Gange - The Dice Charmers,"
30mn à 1h
","Dans Rajas of the Gange - The Dice Charmers, les joueurs utilisent 8 dés pour développer leur province, rassembler des ressources, et les vendre au marché; adjugez-vous le soutien de personnalités influentes au palais; et naviguez sur le Gange!","

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/485703-thickbox_default/qwixx-bonus-zusatzblocke.jpg,Qwixx Bonus - Zusatzblöcke,"
moins de 30mn
","Qwixx Bonus - Zusatzblöcke contient deux blocs de deux variantes supplémentaires pour le jeu Qwixx, le célèbre roll and write venu d'Allemagne.","

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/486695-thickbox_default/oh-shit.jpg,Oh Shit!,"
moins de 30mn
",Oh Shit! est Jeu de cartes simple avec une stratégie unique où vous devez éliminer les autres joueurs en les enterrant sous 5 cacas.,"

2 à 6 joueur(s)

"
https://cdn2.philibertnet.com/487371-thickbox_default/orchard.jpg,Orchard,"
moins de 30mn
","Cultivez votre verger et récoltez autant de fruits que vous pouvez. Jouez vos cartes afin que les arbres fruitiers chevauchent d'autres arbres portant les mêmes fruits. Plus il y a d'arbres qui se chevauchent, plus vous cueillerez de fruits.","

1 joueur(s)

"
https://cdn2.philibertnet.com/492353-thickbox_default/codex-lultime-secret-de-leonard-de-vinci.jpg,Codex : L’Ultime secret de Léonard de Vinci,"
3 à 4h, 2 à 3h
",Codex : L’Ultime secret de Léonard de Vinci est un jeu d’enquête et d’escape game comme vous n’en avez jamais rencontré avant ! La boîte s’ouvre comme les portes d’une salle grandeur nature.,"

1 à 4 joueur(s)

"
https://cdn1.philibertnet.com/493211-thickbox_default/crime-zoom-oiseau-de-malheur.jpg,Crime Zoom - Oiseau de Malheur,"
30mn à 1h
","Paris, 2018, le matin. Un immeuble de bureau. Une frêle jeune femme retrouvée étendue sur le sol. Qui l’a tuée ? Pourquoi ? Vie privée ? Vie professionnelle ? Par où commencer ? Une enquête à rebondissement dans un Paris moderne et glacé, illustré en 3D.","

1 à 6 joueur(s)

"
https://cdn3.philibertnet.com/493415-thickbox_default/villainous-cruellement-infect.jpg,Villainous - Cruellement Infects,"
30mn à 1h
","Dans Villainous : Cruellement Infects, chaque joueur prend le contrôle de l'un des trois méchants issus de films de Disney, Cruella d'Enfer des 101 Dalmatiens, le Capitaine Pete de Steambot Willie ou la Mère Gothel de Raiponce. Chaque joueur a son propre deck de méchant, de destin, son plateau de jeu et la figurine de son personnage.","

2 à 3 joueur(s)

"
https://cdn3.philibertnet.com/493491-thickbox_default/silver-l-amulette.jpg,Silver - L'Amulette,"
30mn à 1h
","Dans Silver - L'Amulette, arriverez-vous à vous débarrasser des Loups-Garous de votre village avant vos adversaires ? Bluff, mémoire et prise de risque seront nécessaires pour la victoire.",
https://cdn2.philibertnet.com/494858-thickbox_default/karak-minis.jpg,Karak Minis,,"Cette série limitée de figurines viendront enrichir vos parties de Karak en remplaçant les silhouettes joueurs et leurs socles. Au nombre de six, elles pourront être peintes pour plus de réalisme.",
https://cdn3.philibertnet.com/495882-thickbox_default/roll-player-extension-demons-et-familiers-big-box-vf.jpg,Roll Player : Extension Démons et Familiers Big Box VF,"
1 à 2h
",Cette boite de rangement est assez grande pour contenir Roll Player et ses deux extensions.La boite contient la deuxième extension Démons & Familiers.,"

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/496265-thickbox_default/fief-france-extension-plateau.jpg,Fief France - Extension Plateau,,Extension plateau pour le jeu Fief compatible avec toutes ses extensions !,
https://cdn2.philibertnet.com/497895-thickbox_default/kemet-blood-and-sand.jpg,Kemet - Blood and Sand,"
1 à 2h
","Le jeu égyptien Kemet renaît avec une nouvelle édition révisée ! Avec Kemet : Blood and Sand, immergez-vous dans une Egypte ancienne plus réaliste.","

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/605766-thickbox_default/tucano.jpg,Tucano,"
moins de 30mn
","Tucano est un jeu coloré et tactique aux règles faciles à comprendre, pour les plus jeunes comme les adultes. Collectionnez les fruits tropicaux les plus savoureux tout en évitant les mauvais.","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/499453-thickbox_default/bananagrams-boite.jpg,Bananagrams Boite,"
moins de 30mn
","Bananagrams, le jeu de lettres, de mots croisés, d'anagrammes, qui se déguste à toute allure ! A emporter partout ! Soyez le premier à combiner toutes tes lettres pour former une grille de mots.","

1 à 8 joueur(s)

"
https://cdn2.philibertnet.com/500972-thickbox_default/pirates-en-vue-.jpg,Pirates en Vue !,"
moins de 30mn
",Pirates en vue est un jeu de réflexion pour 1 joueur qui contient 80 défis allant du plus simple au plus difficile répartis dans 4 modes de jeu.,"

1 joueur(s)

"
https://cdn3.philibertnet.com/501434-thickbox_default/mystic-vale-le-val-sauvage.jpg,Mystic Vale - Le Val Sauvage,"
30mn à 1h
",Mystic Vale - Le Val Sauvage est une extension pour le jeu Mystic Vale.,"

2 à 4 joueur(s)

"
https://cdn2.philibertnet.com/504499-thickbox_default/loading.jpg,Loading,"
moins de 30mn
","Loading est un jeu rapide et malin, de draft en temps réel et sans tours ! Jouez en même temps dans une atmosphère électrique !","

2 à 7 joueur(s)

"
https://cdn1.philibertnet.com/507442-thickbox_default/pandemic-zone-rouge-europe.jpg,Pandemic Zone Rouge : Europe,"
30mn à 1h
",3 mystérieuses maladies menacent l'Europe ! Arriverez-vous à trouver les vaccins avant qu'il ne soit trop tard ? Ce jeu est une version condensée du jeu coopératif à succès Pandemic.,"

2 à 4 joueur(s)

"
https://cdn2.philibertnet.com/507516-thickbox_default/tiny-epic-pirates-extension-curse-of-amdiak.jpg,Tiny Epic Pirates - Extension Curse of Amdiak,"
30mn à 1h
",Tiny Epic Pirates - Extension Curse of Amdiak est la première extension pour Tiny Epic Pirates !,"

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/508798-thickbox_default/shadows-of-brimstone-cowboy-hero-pack.jpg,Shadows of Brimstone - Cowboy Hero Pack,,Shadows of Brimstone - Cowboy Hero Pack comprend 2 figurines ( 1 masculine et 1 féminine ) de Cowboys en plastique haut de gamme.,
https://cdn1.philibertnet.com/511183-thickbox_default/iq-circuit.jpg,IQ Circuit,"
moins de 30mn
",Le jeu IQ Circuit contient 120 défis à réaliser où vous devrez être astucieux et placer toutes les pièces du puzzle sur le plateau de jeu pour réaliser des circuits.,"

1 joueur(s)

"
https://cdn1.philibertnet.com/511373-thickbox_default/cartaventura-oklahoma.jpg,Cartaventura : Oklahoma,"
30mn à 1h
","Dans Oklahoma, partez aux Etats-Unique sur les traces de Bass Reeves en 1854. Cartaventura est une collection de jeux de cartes narratifs au scénario immersif et aux multiples dénouements !","

1 à 6 joueur(s)

"
https://cdn1.philibertnet.com/514561-thickbox_default/khora.jpg,Khôra,"
1 à 2h
","Khôra est un jeu de développement et de stratégie particulièrement équilibré, qui vous invite à prendre les bonnes décisions pour faire valoir les atouts de votre Cité !","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/514079-thickbox_default/pile-poil.jpg,Pile Poil,"
moins de 30mn
",Chouette un dessin ! Qui trouvera le mot qui convient ? Pile Poil est un jeu qui va repousser les limites de votre vocabulaire ! Relèverez-vous le défi ?,"

2 à 8 joueur(s)

"
https://cdn2.philibertnet.com/514221-thickbox_default/escape-box-minecraft-dungeons.jpg,Escape Box : Minecraft Dungeons,"
30mn à 1h
",Saurez-vous vous échapper de la crypte?,"

2 à 5 joueur(s)

"
https://cdn3.philibertnet.com/578367-thickbox_default/pinpon-.jpg,Pinpon !,"
moins de 30mn
","Découvrez Pin Pon ! de Djeco, un jeu de coopératif pour les enfants de 3 à 6 ans avec un joli camion de pompier à manipuler.","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/516539-thickbox_default/p-achakuna.jpg,P'achakuna,"
30mn à 1h
","Dans P'achakuna, chaque joueur incarne un négociant en laine vierge et en pigments naturels qui parcourt, accompagné par son lama, par monts et par vaux, de village en village, la Cordillère des Andes.","

2 joueur(s)

"
https://cdn1.philibertnet.com/517072-thickbox_default/moi-c-est-madame.jpg,Moi c'est Madame,"
30mn à 1h
","Moi c'est Madame est un jeu de cartes, de défis et d'ambiance, dont le but est de s’entraîner à riposter contre le sexisme.","

3 à 6 joueur(s)

"
https://cdn3.philibertnet.com/517455-thickbox_default/timeland.jpg,Timeland,"
30mn à 1h
",Timeland est un jeu de coopération avec une communication limitée entre les joueurs dans l'univers de Taluva. Unissez-vous pour trouver 4 trésors et reconstituer la tablette sacrée avant que la lave n’engloutisse tout.,"

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/519061-thickbox_default/games-lair-600-bleu.jpg,Gamegenic - Games' Lair 600+ Bleu,,"Boîte multifonctionnelle haut de gamme adaptée pour une grande variété de jeux, d'accessoires de jeu, de figurines et de jeux de cartes.",
https://cdn3.philibertnet.com/519166-thickbox_default/munchkin-65-terribles-tombes.jpg,Munchkin 6.5 : Terribles Tombes,"
1 à 2h
",Munchkin 6.5 : Terribles Tombes est une extension pour le célèbre jeu Munchkin.Visitez de nouveaux donjons !,"

3 à 6 joueur(s)

"
https://cdn2.philibertnet.com/519188-thickbox_default/railroad-ink-challenge-jaune.jpg,Railroad Ink Challenge - Jaune,"
moins de 30mn
","En voiture ! Lancez les dés, puis tracez routes et voies ferrées sur votre plateau.
Reliez les sorties pour former votre réseau, et marquez des points ! Railroad Ink Challenge, c'est
un Roll & Draw tactique pour toute la famille qui offre toujours plus de défis grâce aux deux extensions incluses!","

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/519387-thickbox_default/la-montagne-de-la-confiance.jpg,La Montagne de la Confiance - Développement Soicioaffectif,"
moins de 30mn
","Dans La Montagne de la Confiance, les joueurs ont pour mission d'aider Kili le yéti qui vit au sommet de la montagne afin qu’il retrouve sa confiance en lui.","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/519799-thickbox_default/photosynthesis-under-the-moonlight.jpg,Photosynthesis - Under the Moonlight,"
30mn à 1h
","Enrichissez l'expérience Photosynthesis avec son extension Under the Moonlight. L'extension ajoute l’astre lunaire à vos parties, dans lesquelles vous devrez également composer avec des animaux, un arbre ancestral et des pierres lunaires.","

2 à 4 joueur(s)

"
https://cdn2.philibertnet.com/519897-thickbox_default/hive-carbon-extension-cloporte.jpg,Hive Carbon - Extension Cloporte,"
moins de 30mn
","Hive Carbon - Extension Cloporte est une extension pour Hive Carbon, qui nécessite le jeu de base pour être jouée.","

2 joueur(s)

"
https://cdn2.philibertnet.com/520694-thickbox_default/fragments.jpg,Fragments,"
30mn à 1h
","Fragments est un jeu où vous créez l’histoire dont vous êtes les héros et héroïnes. Plongez dans deux univers différents, comprenant 4 thèmes chacun.","

2 à 6 joueur(s)

"
https://cdn1.philibertnet.com/520740-thickbox_default/culinario-mortale-meurtre-au-prestige-hotel.jpg,Culinario Mortale : Meurtre au Prestige Hôtel,"
2 à 3h
",Culinario Mortale est un jeu d’enquête dans lequel les joueurs incarnent des personnages qui sont les témoins et suspects d’un crime. Parmi eux se trouve le coupable. Les joueurs doivent démasquer le coupable et celui-ci doit passer inaperçu.,"

6 à 8 joueur(s)

"
https://cdn2.philibertnet.com/613568-thickbox_default/tetrarchia-dux-expansion.jpg,Tetrarchia + Dux Expansion,"
30mn à 1h
","TETRARCHIA (en latin, ""gouvernement des quatre"") est un jeu coopératif dans lequel 1 à 4 joueurs prennent le rôle des 4 Empereurs, combattant les révoltes au sein de l'Empire et les armées barbares qui tentent de le faire tomber.","

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/524229-thickbox_default/mascarade-nouvelle-edition.jpg,Mascarade,"
30mn à 1h
","Une nouvelle version de ce grand classique de Bruno Faidutti, magnifiquement relooké avec une identité visuelle plus festive et plus moderne.","

4 à Plus de 10 joueurs

"
https://cdn2.philibertnet.com/524959-thickbox_default/invites-a-eviter-laffaire-walton.jpg,Invités à Eviter - L’Affaire Walton,"
1 à 2h
",Invités à Eviter est un jeu de déduction unique en son genre qui peut être rejoué à l'infini.,"

1 à 8 joueur(s)

"
https://cdn1.philibertnet.com/525002-thickbox_default/saint-seiya-sleeves-gold.jpg,Saint Seiya – Sleeves Gold,,"Blister de 200 pochettes de haute qualité, aux couleurs des Chevaliers d'Or. Dimensions : 65 x 90 mm.",
https://cdn1.philibertnet.com/526774-thickbox_default/dd-ghosts-of-saltmarsh-adventure-system-board-game-standard-edition.jpg,D&D: Ghosts of Saltmarsh Adventure System Board Game (Standard Edition),"
1 à 2h
","Ghosts of Saltmarsh, jeu coopératif du système d'aventure de D&D est une extension de tous les jeux du système d'aventure précédents ! Il propose de nouvelles aventures, des tuiles de carte, des monstres, des pièges et des sorts. Choisissez simplement vos héros préférés et préparez-vous à une toute nouvelle campagne !","

1 à 5 joueur(s)

"
https://cdn1.philibertnet.com/528347-thickbox_default/convoi-express.jpg,Convoi Express,"
30mn à 1h
",Convoi Express est un jeu coopératif sur le thème ferroviaire dans lequel les joueurs devront travailler ensemble et se concerter pour faire en sorte que toutes les marchandises soient livrées à temps.,"

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/528987-thickbox_default/mythwind-expanded-horizons.jpg,Mythwind - Expanded Horizons,,L'extension Expanded Horizons ajoute un personnage unique pouvant être utilisé dans des parties classiques ou à 5 joueurs.,"

5 joueur(s)

"
https://cdn3.philibertnet.com/529023-thickbox_default/undaunted-reinforcements.jpg,Undaunted: Reinforcements,"
30mn à 1h
","Undaunted : Reinforcements est une extension qui introduit une série de nouvelles règles, scénarios et unités pour Undaunted Normandy ou Undaunted North Africa.","

1 à 4 joueur(s)

"
https://cdn2.philibertnet.com/514221-thickbox_default/escape-box-minecraft-dungeons.jpg,Escape Box : Minecraft Dungeons,"
30mn à 1h
",Saurez-vous vous échapper de la crypte?,"

2 à 5 joueur(s)

"
https://cdn1.philibertnet.com/516539-thickbox_default/p-achakuna.jpg,P'achakuna,"
30mn à 1h
","Dans P'achakuna, chaque joueur incarne un négociant en laine vierge et en pigments naturels qui parcourt, accompagné par son lama, par monts et par vaux, de village en village, la Cordillère des Andes.","

2 joueur(s)

"
https://cdn2.philibertnet.com/516935-thickbox_default/exit-puzzle-le-phare-solitaire.jpg,Exit Puzzle : Le Phare Solitaire,"
2 à 3h
",Exit Puzzle : Le Phare Solitaire est un jeu coopératif d'énigmes et de logique où vous devrez collaborer pour avancer de puzzles en puzzles et tenter de vous échapper !,"

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/517455-thickbox_default/timeland.jpg,Timeland,"
30mn à 1h
",Timeland est un jeu de coopération avec une communication limitée entre les joueurs dans l'univers de Taluva. Unissez-vous pour trouver 4 trésors et reconstituer la tablette sacrée avant que la lave n’engloutisse tout.,"

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/518024-thickbox_default/le-cliche-du-siecle.jpg,Le Cliché du Siècle,"
30mn à 1h
","Le Cliché du Siècle est un jeu de déduction, de placement et de bluff dans lequel vous devrez réaliser la photo parfaite en plaçant judicieusement autour de la table, les personnages qui ont des désirs spécifiques.","

2 à 4 joueur(s)

"
https://cdn3.philibertnet.com/519166-thickbox_default/munchkin-65-terribles-tombes.jpg,Munchkin 6.5 : Terribles Tombes,"
1 à 2h
",Munchkin 6.5 : Terribles Tombes est une extension pour le célèbre jeu Munchkin.Visitez de nouveaux donjons !,"

3 à 6 joueur(s)

"
https://cdn2.philibertnet.com/519188-thickbox_default/railroad-ink-challenge-jaune.jpg,Railroad Ink Challenge - Jaune,"
moins de 30mn
","En voiture ! Lancez les dés, puis tracez routes et voies ferrées sur votre plateau.
Reliez les sorties pour former votre réseau, et marquez des points ! Railroad Ink Challenge, c'est
un Roll & Draw tactique pour toute la famille qui offre toujours plus de défis grâce aux deux extensions incluses!","

1 à 4 joueur(s)

"
https://cdn3.philibertnet.com/519387-thickbox_default/la-montagne-de-la-confiance.jpg,La Montagne de la Confiance - Développement Soicioaffectif,"
moins de 30mn
","Dans La Montagne de la Confiance, les joueurs ont pour mission d'aider Kili le yéti qui vit au sommet de la montagne afin qu’il retrouve sa confiance en lui.","

2 à 4 joueur(s)

"
https://cdn1.philibertnet.com/519799-thickbox_default/photosynthesis-under-the-moonlight.jpg,Photosynthesis - Under the Moonlight,"
30mn à 1h
","Enrichissez l'expérience Photosynthesis avec son extension Under the Moonlight. L'extension ajoute l’astre lunaire à vos parties, dans lesquelles vous devrez également composer avec des animaux, un arbre ancestral et des pierres lunaires.","

2 à 4 joueur(s)

"
https://cdn2.philibertnet.com/519897-thickbox_default/hive-carbon-extension-cloporte.jpg,Hive Carbon - Extension Cloporte,"
moins de 30mn
","Hive Carbon - Extension Cloporte est une extension pour Hive Carbon, qui nécessite le jeu de base pour être jouée.","

2 joueur(s)

"
https://cdn2.philibertnet.com/520694-thickbox_default/fragments.jpg,Fragments,"
30mn à 1h
","Fragments est un jeu où vous créez l’histoire dont vous êtes les héros et héroïnes. Plongez dans deux univers différents, comprenant 4 thèmes chacun.","

2 à 6 joueur(s)

"
https://cdn1.philibertnet.com/520740-thickbox_default/culinario-mortale-meurtre-au-prestige-hotel.jpg,Culinario Mortale : Meurtre au Prestige Hôtel,"
2 à 3h
",Culinario Mortale est un jeu d’enquête dans lequel les joueurs incarnent des personnages qui sont les témoins et suspects d’un crime. Parmi eux se trouve le coupable. Les joueurs doivent démasquer le coupable et celui-ci doit passer inaperçu.,"

6 à 8 joueur(s)

"
https://cdn3.philibertnet.com/521157-thickbox_default/vampire-the-masquerade-rivals.jpg,Vampire : The Masquerade - Rivals,"
moins de 30mn
",Vampire: The Masquerade - Rivals est un jeu de cartes évolutif pour 2 à 4 joueurs basé sur le célèbre jeu de rôle et l’univers du Monde des ténèbres.,"

2 à 4 joueur(s)

"
